week,cmkt_own,csmb_own,cmom_own,cmkt,csize,cmom
202114,0.03767696386104088,0.09496250623253216,0.04577113845933411,0.003,0.102,0.025
202115,0.14289964918211295,-0.02848133338030702,0.06541662836176523,0.17,-0.012,0.083
202116,-0.1588213617517658,0.057753732129742066,0.04516385344288726,-0.095,0.038,-0.002
202117,0.08266779587524509,-0.007191448803994652,-0.019535063570647805,0.041,0.018,0.011
202118,0.14064981810013213,-0.00249401574398439,0.07846544460926647,0.136,0.031,0.064
202119,-0.07530139250690113,0.06373571105979262,0.06397634155473633,-0.08,0.259,0.075
202120,-0.20967025541436612,-0.019043552603734387,-0.005007282493456347,-0.28,0.019,0.005
202121,-0.06627623348983491,-0.012189402285629036,-0.015274337639265237,0.075,0.042,-0.088
202122,0.043652818015411494,-0.02580357441337377,-0.026846210436732035,-0.034,0.017,-0.035
202123,-0.11463080976441574,0.038000954021027086,0.07743711387311383,-0.039,0.034,0.042
202124,0.004452423352071943,-0.03642682112840528,0.04345542814912927,-0.036,-0.028,0.047
202125,-0.1317929113263915,-0.03792439770960848,0.08799631430233859,-0.148,-0.066,0.099
202126,-0.006757111346035085,0.04161780110116228,-0.072779174905981,0.075,0.023,-0.127
202127,-0.01137592768538525,0.03223504996172179,-0.03954126134622699,-0.011,0.031,-0.054
202128,-0.04538426201106899,-0.019315216750915618,0.02032157457375166,-0.067,-0.029,0.064
202129,0.006311506495109902,0.004575299597308601,-0.036505998817418325,-0.029,-0.029,-0.017
202130,0.19198747510899977,-0.005552490635684776,-0.062772928918124,0.176,0.082,-0.067
202131,0.0723338103495584,0.04739372047896981,-0.06256849626650315,0.053,0.06,-0.108
202132,0.10824609105389496,-0.004259136070840011,-0.01996840317702707,0.16,0.01,0.014
202133,0.08892950235925552,-0.0002243970853652716,-0.01655386908805742,0.012,-0.006,0.032
202134,-0.007020578463541698,0.0798143657512035,-0.08503635415524018,0.085,0.056,0.025
202135,0.12307661963804978,-0.02819276354388907,-0.03149904270295592,0.048,0.153,0.049
202136,-0.04581426762520653,-0.02000001054358122,0.06549277597248224,-0.055,-0.039,0.011
202137,0.019296644826911274,0.030308955013009887,-0.036065174327797704,0.044,0.022,0.021
202138,-0.06912395001656996,0.011415334992984187,0.025011267680483354,-0.107,0.046,0.011
202139,-0.05006159745256474,-0.02548471226274212,-0.013310367223326666,-0.061,-0.001,0.018
202140,0.18413304208344553,-0.026460022496193558,0.016148482409066064,0.247,-0.061,-0.061
202141,0.041754747603907294,0.005195551629772165,0.05137269591395094,0.021,0.019,0.076
202142,0.05607074728236528,0.014224871238604664,0.07897743364189015,0.117,0.003,0.013
202143,0.01001436172924339,0.03220674302562726,0.046326213246944734,-0.071,0.074,-0.007
202144,0.045155396116321654,0.06521093568567803,-0.09467955864028947,0.118,0.167,-0.012
202145,0.04952910740847161,0.050411275528854035,-0.007687070863185515,0.015,0.022,0.028
202146,-0.13460783140264895,0.05027210714349474,0.01615431643601426,-0.06,0.071,0.037
202147,0.07763624717750858,0.024633404595016895,0.11186263195215006,-0.03,0.026,0.104
202148,-0.0325775596215161,-0.015265339693720882,-0.0691030704458239,0.019,0.015,-0.03
202149,-0.1518968767425588,-0.010764102055915381,0.028340203834719538,-0.097,-0.038,0.007
202150,-0.015312148182118571,-0.04925148231070312,-0.02403663034887075,-0.061,-0.064,0.057
202151,0.08362674014661843,-0.041092323897848594,-0.0352702970275037,0.01,-0.017,-0.027
202152,-0.08587634415889615,0.03875326688362017,0.01092827526829815,-0.029,0.022,-0.009
202201,-0.11193864383817888,0.05610812499422921,-0.025899968418920193,-0.065,0.056,0.014
202202,0.046854713132836366,-0.020344887319055815,0.010382011780600444,-0.024,0.012,0.005
202203,-0.19695134356516533,0.02091215040222455,0.018487883148344916,-0.061,0.026,0.036
202204,-0.00668580725850709,-0.028404633599295192,-0.030032478404117234,-0.137,-0.057,0.102
202205,0.10856975035427051,-0.03466556517332678,-0.023458115415118497,0.021,0.016,-0.071
202206,0.005326883664012273,0.0015221979042608965,0.010667339104212928,0.146,-0.037,-0.029
202207,-0.050482568304796666,-0.009439905808377017,0.001693263438825282,-0.069,-0.017,0.007
202208,-0.027446283020721177,-0.05696545216707282,0.03648072593694538,-0.076,-0.088,-0.011
202209,-0.024092600874746625,-0.011990091054043531,-0.011287428362078928,0.094,-0.029,-0.071
202210,-0.01265749572585635,-0.017599037185292266,0.0158360579823656,-0.065,-0.028,0.034
202211,0.08712602218080416,-0.019543273222793006,0.026315820011474512,0.039,-0.016,0.016
202212,0.06725509875268228,0.022452060017098763,-0.04937681203978828,0.084,-0.022,-0.029
202213,0.08206817415116395,0.019815005970301128,-0.00017887622486296995,0.046,0.007,0.003
202214,-0.09431842803456889,0.03901305092627798,-0.07160261166483525,-0.033,0.025,-0.055
202215,-0.040921989472905394,-0.011755689102300224,-0.01562035038104476,-0.077,-0.009,-0.069
202216,-0.020830630532590946,-0.003234807450856289,-0.00241413742975906,0.003,-0.003,0.022
202217,-0.05276647837239617,-0.033553745700322,0.07082445577922572,-0.031,-0.033,0.077
202218,-0.060162209386819196,-0.00757545085882555,0.021531379428472185,-0.076,0.1,0.047
202219,-0.24433885293441246,-0.07427373148141928,0.14313996851998476,-0.268,-0.088,0.172
202220,-0.01212580778144417,0.060836758560733555,-0.07277738200565073,0.047,0.055,-0.123
202221,-0.059007749929167456,0.01705013485619508,0.04734695314423418,-0.052,-0.003,0.037
202222,0.11880185624825497,-0.02951556416734684,-0.07419691411107526,0.03,-0.03,-0.015
